item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating,total_sales,gross_margin,net_sales
Regular,FDD44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.078400465,8.05,259.0646,4.0,259.0646,51.81292,207.25168
Low Fat,NCF06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.033807904,6.235,258.9962,4.4,258.9962,51.79924,207.19696
Regular,FDQ11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067688124,5.695,258.8988,4.0,258.8988,51.77976,207.11903999999998
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067181098,15.1,258.8304,4.0,258.8304,51.76608,207.06432
Low Fat,FDK28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065857092,5.695,258.5646,4.0,258.5646,51.71292,206.85168
Regular,FDD44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078719835,8.05,258.5646,4.0,258.5646,51.71292,206.85168
Low Fat,FDF04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013637046,17.5,258.5304,4.1,258.5304,51.70608,206.82432
Low Fat,FDC02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.068809463,21.35,258.5278,4.0,258.5278,51.705560000000006,206.82224000000002
Low Fat,FDY55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.081304829,16.75,258.4988,4.0,258.4988,51.699760000000005,206.79904000000002
Low Fat,FDR09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078041216,18.25,258.4962,4.0,258.4962,51.69924,206.79695999999998
Low Fat,FDK46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.051571772,9.6,258.462,3.9,258.462,51.6924,206.7696
Low Fat,FDY55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08165147,16.75,258.3988,4.0,258.3988,51.67976,206.71904
Low Fat,FDK46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.086145867,9.6,258.362,3.7,258.362,51.67240000000001,206.6896
Regular,FDV33,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.027399064,9.6,258.3304,3.7,258.3304,51.66608,206.66432
Low Fat,FDF04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,17.5,258.3304,4.0,258.3304,51.66608,206.66432
Low Fat,FDC02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.068822477,21.35,258.3278,4.0,258.3278,51.665560000000006,206.66224000000003
Low Fat,FDC02,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.115194717,21.35,258.3278,4.0,258.3278,51.665560000000006,206.66224000000003
Low Fat,FDK28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065589906,5.695,258.2646,4.3,258.2646,51.652919999999995,206.61167999999998
Regular,FDA04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.067107448,11.3,258.1962,4.4,258.1962,51.63924,206.55695999999998
Regular,FDV33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027454997,9.6,258.1304,4.0,258.1304,51.62608,206.50432
Low Fat,FDY55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081485126,16.75,258.0988,4.2,258.0988,51.61976,206.47904
Low Fat,FDR09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077882226,18.25,258.0962,4.0,258.0962,51.619240000000005,206.47696000000002
Low Fat,FDM21,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.064728148,20.2,258.0646,4.1,258.0646,51.61292,206.45167999999998
Low Fat,FDK46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051677051,9.6,258.062,3.1,258.062,51.61240000000001,206.4496
Low Fat,NCF06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020198354,6.235,257.9962,3.8,257.9962,51.59924,206.39695999999998
Regular,FDL57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067064128,15.1,257.9304,4.0,257.9304,51.58608000000001,206.34432
Low Fat,NCW30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.011072173,5.21,257.8962,3.6,257.8962,51.579240000000006,206.31696000000002
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.85,257.833,5.0,257.833,51.56660000000001,206.26640000000003
Low Fat,FDG26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042716162,18.85,257.833,4.0,257.833,51.56660000000001,206.26640000000003
Regular,FDV33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02734361,9.6,257.8304,4.1,257.8304,51.56608,206.26432
Low Fat,FDF04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.013664703,17.5,257.7304,4.0,257.7304,51.546079999999996,206.18431999999999
Low Fat,NCG06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029445361,16.35,257.6646,4.2,257.6646,51.532920000000004,206.13168000000002
Low Fat,FDG26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042891098,18.85,257.633,4.0,257.633,51.5266,206.10639999999998
Regular,FDT07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077304459,5.82,257.633,4.0,257.633,51.5266,206.10639999999998
Regular,FDT07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.077254736,5.82,257.633,4.5,257.633,51.5266,206.10639999999998
Regular,FDD44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,8.05,257.5646,4.2,257.5646,51.51292,206.05167999999998
Regular,FDQ11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06797671,5.695,257.4988,4.0,257.4988,51.49976000000001,205.99904
Low Fat,FDB52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030559583,17.75,257.4672,4.0,257.4672,51.49344,205.97376
Low Fat,FDP33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089197963,18.7,257.3672,2.4,257.3672,51.47344000000001,205.89376000000001
Regular,FDL57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067350054,15.1,257.3304,4.3,257.3304,51.466080000000005,205.86432
Regular,FDA04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066729996,11.3,257.2962,4.0,257.2962,51.45924,205.83696
Regular,FDA04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066833743,11.3,257.2962,5.0,257.2962,51.45924,205.83696
Low Fat,FDR09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.130095044,18.25,257.2962,3.9,257.2962,51.45924,205.83696
Regular,FDA27,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.031102571,20.35,257.2672,4.0,257.2672,51.45344,205.81376
Low Fat,FDB52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03048292,17.75,257.2672,4.0,257.2672,51.45344,205.81376
Regular,FDD44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078522357,8.05,257.1646,4.3,257.1646,51.43292,205.73168
Low Fat,FDY55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081446638,16.75,257.0988,4.0,257.0988,51.41976,205.67904
Regular,FDD44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07884393,8.05,257.0646,4.0,257.0646,51.41292,205.65168
low fat,FDB52,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.030497325,17.75,256.9672,4.0,256.9672,51.39344,205.57376
Low Fat,NCG06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.029420857,16.35,256.9646,4.3,256.9646,51.392920000000004,205.57168000000001
Regular,FDA27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030927632,20.35,256.8672,3.3,256.8672,51.37344000000001,205.49376
Regular,FDA27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,20.35,256.7672,4.0,256.7672,51.353440000000006,205.41376
Low Fat,NCQ06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041824524,13.0,256.7014,4.1,256.7014,51.34028,205.36111999999997
Low Fat,FDP33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,18.7,256.6672,3.4,256.6672,51.333439999999996,205.33375999999998
reg,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,5.82,256.633,4.0,256.633,51.3266,205.3064
Regular,FDQ11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067700925,5.695,256.5988,4.0,256.5988,51.31976,205.27903999999998
Low Fat,NCT05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.020934413,10.895,256.5672,4.4,256.5672,51.31344000000001,205.25376
Low Fat,FDY55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.081252534,16.75,256.4988,4.0,256.4988,51.299760000000006,205.19904000000002
LF,FDP33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.089777214,18.7,256.4672,4.2,256.4672,51.293440000000004,205.17376
Low Fat,NCG06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029565309,16.35,256.4646,4.0,256.4646,51.29292000000001,205.17168
Regular,FDD44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07838564,8.05,256.4646,2.0,256.4646,51.29292000000001,205.17168
Regular,FDT07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077634044,5.82,256.433,4.0,256.433,51.2866,205.1464
Low Fat,FDF04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013634468,17.5,256.4304,3.6,256.4304,51.286080000000005,205.14432000000002
Regular,FDA27,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.030990354,20.35,256.3672,4.0,256.3672,51.27344000000001,205.09376000000003
LF,FDF04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.013658248,17.5,256.3304,5.0,256.3304,51.26608,205.06432
Low Fat,FDT37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03546967,14.15,256.3014,4.2,256.3014,51.26028,205.04112
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,16.1,256.1356,4.9,256.1356,51.227120000000006,204.90848
Regular,FDK03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074035365,12.6,256.1356,4.1,256.1356,51.227120000000006,204.90848
Low Fat,NCQ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.041789718,13.0,256.1014,4.0,256.1014,51.22028,204.88112
Regular,FDQ01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.160951491,19.7,256.1014,4.5,256.1014,51.22028,204.88112
Low Fat,FDB52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.030410273,17.75,256.0672,4.6,256.0672,51.213440000000006,204.85376000000002
Low Fat,FDK28,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.109784056,5.695,256.0646,4.0,256.0646,51.21292,204.85168
Low Fat,FDP15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0,15.2,256.033,4.4,256.033,51.20660000000001,204.8264
LF,NCT05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021037197,10.895,255.9672,4.0,255.9672,51.19344,204.77375999999998
Regular,FDK03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074221559,12.6,255.9356,4.3,255.9356,51.18712,204.74848
low fat,FDG26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042736348,18.85,255.933,4.3,255.933,51.1866,204.7464
Low Fat,NCQ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04188955,13.0,255.9014,4.0,255.9014,51.18028,204.72111999999998
LF,FDM21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064464147,20.2,255.7646,3.8,255.7646,51.15292,204.61168
Low Fat,FDZ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.034501016,16.1,255.7356,3.8,255.7356,51.14712,204.58848
Low Fat,NCT05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.020994339,10.895,255.6672,4.7,255.6672,51.13344000000001,204.53376
Regular,FDK03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.073920438,12.6,255.6356,4.0,255.6356,51.127120000000005,204.50848000000002
low fat,NCZ18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.186445212,7.825,255.5698,4.0,255.5698,51.11396,204.45584
Regular,FDK03,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.074338562,12.6,255.5356,3.0,255.5356,51.10712,204.42847999999998
Low Fat,FDT37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.035240817,14.15,255.5014,4.3,255.5014,51.10028,204.40112
Low Fat,NCZ18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.186067862,7.825,255.4698,2.5,255.4698,51.09396,204.37583999999998
Regular,FDT07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077319079,5.82,255.433,4.4,255.433,51.086600000000004,204.3464
Low Fat,FDY55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,16.75,255.3988,4.5,255.3988,51.07976,204.31904
Low Fat,NCT05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020951848,10.895,255.3672,4.7,255.3672,51.073440000000005,204.29376
Regular,FDT07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.077475884,5.82,255.333,3.0,255.333,51.0666,204.2664
Low Fat,FDG26,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.042614361,18.85,255.333,4.0,255.333,51.0666,204.2664
Low Fat,FDZ20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.034278413,16.1,255.2356,4.4,255.2356,51.04712000000001,204.18848
Regular,FDQ01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.161610636,19.7,255.2014,4.0,255.2014,51.04028,204.16112
Low Fat,FDY45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026248606,17.5,255.1356,4.3,255.1356,51.027120000000004,204.10848000000001
Low Fat,NCQ06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041909345,13.0,255.0014,4.5,255.0014,51.000280000000004,204.00112
Low Fat,NCZ06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.094694278,19.6,254.9698,4.0,254.9698,50.99396,203.97584
Low Fat,FDD11,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.030789914,12.85,254.904,4.0,254.904,50.9808,203.9232
Low Fat,NCL55,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,12.15,254.904,4.3,254.904,50.9808,203.9232
Low Fat,NCK30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.060927824,14.85,254.8698,4.1,254.8698,50.973960000000005,203.89584
Low Fat,DRK23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.07191675,8.395,254.804,3.8,254.804,50.960800000000006,203.8432
Low Fat,FDT37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.035263498,14.15,254.8014,4.7,254.8014,50.960280000000004,203.84112
Low Fat,NCZ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094545236,19.6,254.7698,4.0,254.7698,50.95396,203.81584
Low Fat,FDD29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018407033,12.15,254.7698,4.2,254.7698,50.95396,203.81584
Low Fat,FDD29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018439138,12.15,254.7698,4.3,254.7698,50.95396,203.81584
Low Fat,FDP33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089272253,18.7,254.7672,4.1,254.7672,50.95344,203.81376
LF,FDD11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,12.85,254.704,3.4,254.704,50.9408,203.7632
LF,NCQ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041994899,13.0,254.7014,4.0,254.7014,50.94028,203.76112
Regular,FDQ01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.160671255,19.7,254.7014,3.9,254.7014,50.94028,203.76112
Regular,FDT07,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.077756427,5.82,254.533,4.0,254.533,50.9066,203.6264
Low Fat,NCQ06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041816615,13.0,254.5014,4.0,254.5014,50.90028,203.60111999999998
Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04282359,18.85,254.433,4.0,254.433,50.8866,203.5464
Low Fat,NCK30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060967038,14.85,254.3698,4.2,254.3698,50.873960000000004,203.49584
low fat,NCZ18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.186357148,7.825,254.3698,4.0,254.3698,50.873960000000004,203.49584
Low Fat,NCK30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.102065622,14.85,254.2698,4.2,254.2698,50.85396,203.41584
Regular,FDK03,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.074070351,12.6,254.2356,4.0,254.2356,50.847120000000004,203.38848000000002
Low Fat,DRK23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07226985,8.395,254.104,3.7,254.104,50.820800000000006,203.28320000000002
Low Fat,NCQ06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0420611,13.0,254.1014,4.0,254.1014,50.820280000000004,203.28112000000002
Regular,FDQ01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.16102755,19.7,254.1014,4.0,254.1014,50.820280000000004,203.28112000000002
Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.152364317,12.85,254.0382,4.0,254.0382,50.80764,203.23056
Low Fat,NCL55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06479182,12.15,254.004,4.3,254.004,50.8008,203.20319999999998
Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030975716,20.35,253.9672,4.0,253.9672,50.793440000000004,203.17376
Regular,FDO20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152988295,12.85,253.7382,4.0,253.7382,50.747640000000004,202.99056000000002
Low Fat,FDY45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026289984,17.5,253.7356,3.3,253.7356,50.74712,202.98848
Low Fat,FDZ20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.057422821,16.1,253.7356,4.0,253.7356,50.74712,202.98848
Low Fat,NCL55,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065026434,12.15,253.704,4.5,253.704,50.74080000000001,202.9632
Low Fat,DRK23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072088552,8.395,253.704,4.2,253.704,50.74080000000001,202.9632
Low Fat,FDT37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,14.15,253.7014,4.4,253.7014,50.740280000000006,202.96112
Low Fat,FDI46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074460855,9.5,253.6724,4.2,253.6724,50.734480000000005,202.93792000000002
Low Fat,FDY45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026182758,17.5,253.6356,2.5,253.6356,50.727120000000006,202.90848
Low Fat,NCR38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.113518466,17.25,253.5724,4.6,253.5724,50.71448,202.85791999999998
Low Fat,NCZ18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186825823,7.825,253.5698,4.0,253.5698,50.71396,202.85584
Low Fat,NCR38,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.113497001,17.25,253.4724,4.0,253.4724,50.69448,202.77792
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.073816097,15.7,253.4724,4.8,253.4724,50.69448,202.77792
Regular,FDP45,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.030686952,15.7,253.4724,4.2,253.4724,50.69448,202.77792
Low Fat,NCR38,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.113694957,17.25,253.4724,5.0,253.4724,50.69448,202.77792
Low Fat,NCZ18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,7.825,253.4698,3.3,253.4698,50.693960000000004,202.77584
Low Fat,FDZ20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0343603,16.1,253.4356,4.3,253.4356,50.68712,202.74848
Low Fat,NCL55,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06464846,12.15,253.404,4.0,253.404,50.680800000000005,202.7232
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,9.5,253.3724,5.0,253.3724,50.67448,202.69792
Low Fat,FDQ24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.074083388,15.7,253.3724,4.0,253.3724,50.67448,202.69792
Low Fat,NCK30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.061102235,14.85,253.2698,3.7,253.2698,50.653960000000005,202.61584
Low Fat,FDZ20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034300475,16.1,253.2356,4.0,253.2356,50.64712,202.58848
Low Fat,NCR38,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.114160573,17.25,253.1724,3.9,253.1724,50.63448,202.53792
Regular,FDP45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030672457,15.7,253.1724,4.7,253.1724,50.63448,202.53792
Low Fat,FDD29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018485511,12.15,253.1698,4.0,253.1698,50.63396,202.53584
Regular,FDQ01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161356273,19.7,253.1014,4.0,253.1014,50.62028000000001,202.48112
Low Fat,NCK30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061226969,14.85,253.0698,4.3,253.0698,50.61396,202.45584
Low Fat,NCZ18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.186032678,7.825,253.0698,4.0,253.0698,50.61396,202.45584
Low Fat,FDY45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,17.5,253.0356,4.0,253.0356,50.60712,202.42847999999998
Regular,FDK03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.123727659,12.6,253.0356,4.3,253.0356,50.60712,202.42847999999998
LF,FDD11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,12.85,253.004,4.5,253.004,50.6008,202.4032
Regular,FDP45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03079807,15.7,252.9724,4.0,252.9724,50.594480000000004,202.37792
Low Fat,DRP47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140821917,15.75,252.9382,4.2,252.9382,50.58764,202.35056
Low Fat,DRP47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.140603316,15.75,252.8382,4.0,252.8382,50.567640000000004,202.27056
Low Fat,FDD29,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.018514652,12.15,252.7698,4.0,252.7698,50.553960000000004,202.21584000000001
Low Fat,DRP47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.14048631,15.75,252.7382,4.0,252.7382,50.54764,202.19056
Regular,FDO20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.152099033,12.85,252.6382,4.7,252.6382,50.527640000000005,202.11056000000002
Low Fat,FDY45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026195131,17.5,252.6356,3.0,252.6356,50.527120000000004,202.10848000000001
Low Fat,NCC43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092782895,7.39,252.6066,3.9,252.6066,50.52132,202.08527999999998
Regular,FDN22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.138585859,18.85,252.4724,3.7,252.4724,50.49448,201.97791999999998
